category,town,name,url,live_on_site
Food & Drink,St. Joseph,Silver Harbor Brewing,https://www.silverharborbrewing.com/store,TRUE
Food & Drink,Charlevoix,Grey Gables,http://greygablesinn.com/gift-cards,TRUE
Food & Drink,Charlevoix,Stafford's Weathervane,https://www.staffords.com/product/gift-card/,TRUE
Other,Ann Arbor,The Little Seedling,https://www.thelittleseedling.com/store/category/1074/245/gift-certificates-0/,TRUE
Food & Drink,Mackinaw City,Rusted Spoke Brewing Co.,https://rusted-spoke-brewing-co-mustang-lounge.myshopify.com/collections/rusted-spoke-gift-cards,TRUE
Books & Gifts,Brighton,2 Dandelions Bookshop,https://www.2dandelionsbookshop.com/2-dandelions-gift-card,TRUE
Books & Gifts,Mason,Bestsellers,https://www.bestsellersbookstore.com/store-gift-cards-order-here,TRUE
Books & Gifts,Kalamazoo,Book Bug,https://www.bookbugkalamazoo.com/bookstore-gift-cards,TRUE
Books & Gifts,Grand Rapids,Books and Mortar,https://www.booksandmortar.com/online-store,TRUE
Books & Gifts,Petoskey,McLean & Eakin Booksellers,https://www.mcleanandeakin.com/gift-card-02,TRUE
Books & Gifts,Detroit,Pages Bookshop,https://www.pagesbkshop.com/pages-gift-card,TRUE
Books & Gifts,Alpena,Parallel 45 Books & Gifts,https://squareup.com/gift/42EHG88AJTV6G/order,TRUE
Books & Gifts,Hamtramck,Polish Art Center,https://www.polartcenter.com/Gift_Certificates_s/176.htm,TRUE
Books & Gifts,Gaylord,Saturn Booksellers,https://www.saturnbooksellers.com/gift-card-01,TRUE
Books & Gifts,Grand Rapids|Okemos,Schuler Books,https://www.schulerbooks.com/giftcards,TRUE
Books & Gifts,Chelsea,Serendipity Books,https://squareup.com/gift/K5WCZRBZHX2Z5/order,TRUE
Books & Gifts,Marquette,Snowbound Books,https://www.snowboundbooks.com/gift-card-01,TRUE
Books & Gifts,Holland,The Bluestocking Bookshop,https://squareup.com/gift/3MVA84NHD03P5/order,TRUE
Books & Gifts,Montague,The Book Nook & Java Shop,https://squareup.com/gift/4CB16NP293Y7K/order,TRUE
Books & Gifts,Saugatuck,The Book Nook of Saugatuck,https://squareup.com/gift/BS6PECGCRZQF6/order,TRUE
Books & Gifts,Grand Rapids,We Are LIT Grand Rapids,https://wearelitgr.com/products/gift-card,TRUE
Food & Drink,Chelsea,Thompson’s Pizza,http://www.thompsonspizza.com/,TRUE
Food & Drink,Fenton,The Barn Fenton,https://www.toasttab.com/the-barn-fenton/giftcards,TRUE
Food & Drink,Fenton,The Ponemah Lakeside Lodge,https://toasttab.com/ponemah-lakeside-lodge/giftcards,TRUE
Food & Drink,Fenton,The Fenton Pub,https://toasttab.com/the-fenton-pub/giftcards,TRUE
Food & Drink,Grand Rapids,Blue Dog Tavern,https://www.toasttab.com/blue-dog-tavern/giftcards,TRUE
Barbers & Salons,Ann Arbor,Vis-A-Vis,http://visavisa2.com/gift-certificates/,TRUE
Food & Drink,Muskegon,The Cheese Lady Muskegon,https://thecheeselady.net/gift-cards,TRUE
Food & Drink,Muskegon,Smash Wine Bar and Bistro,https://smashwinebar.com/gift-cards,TRUE
Food & Drink,Ypsilanti,Go! Ice Cream,https://goicecreamgo.com/product/gift-cards/,TRUE
Food & Drink,Three Oaks,Froelich's,https://www.shopfroehlichs.com/store/gift-cards/,TRUE
Food & Drink,Three Oaks,Journeyman Distillery,https://www.toasttab.com/journeyman-distillery/giftcards,TRUE
Barbers & Salons,Plymouth,Primrose Holistic Esthetics,https://www.primroseesthetics.net/blank-page,TRUE
Food & Drink,Ferndale,Pop’s For Italian,https://www.popsforitalian.com/store/gift-cards,TRUE
Food & Drink,Wixom,Volare,https://www.ristorantevolare.com/gift-cards,TRUE
Barbers & Salons,Saginaw,JR’s All-Star Haircuts,https://squareup.com/gift/54NDAPR7GY1BK/order,TRUE
Food & Drink,Brighton,El Arbol ,https://www.toasttab.com/el-arbol/giftcards,TRUE
Books & Gifts,South Lyon,The Lemon Tree,https://www.thelemontree.shop/shop/gift-card-25,TRUE
Other,South Lyon,Friends of the Salem-South Lyon District Library,https://squareup.com/market/salem-south-lyon-district-library/item/friends,TRUE
Food & Drink,Beulah ,Five Shores Brewery ,https://www.fiveshoresbrewing.com/,TRUE
Food & Drink,Frankfort,Stormcloud Brewing Co.,https://www.stormcloudbrewing.com/gift-cards,TRUE
Food & Drink,Petoskey,Chandler's - A Restaurant ,https://www.symonsgeneralstore.com/gift-cards-1,TRUE
Other,Ypsilanti,Massage Mechanics,https://squareup.com/gift/TK8HHKQ1ZXV4S/order,TRUE
Other,South Lyon,South Lyon Cycle,https://www.southlyoncycle.com/product-list/gift-cards-1250/gift-cards-1221/,TRUE
Food & Drink,South Lyon,Witch's Hat Brewing Company,https://www.witchshatbrewing.com/shop-1,TRUE
Food & Drink,Beulah ,Lucky Dog Bar and Grille,https://squareup.com/gift/6YMS84E3Z7JVK/order,TRUE
Food & Drink,Plymouth,Shimmy Shack,https://shimmy-shack.myshopify.com/,TRUE
Food & Drink,Ann Arbor,Jefferson Market,https://squareup.com/gift/VAB32FSYMPVAX/order,TRUE
Barbers & Salons,Ann Arbor,Brown and Deline,https://brownanddeline.millenniumegift.com/,TRUE
Food & Drink,Grand Rapids|Lansing,Rocket Fizz,https://rocket-fizz-grand-rapids.myshopify.com/collections/gift-certificates/products/rocket-fizz-gift-card?variant=33172980990085,TRUE
Barbers & Salons,Ann Arbor,The Art of Beauty,https://squareup.com/gift/DE7131NZQTHEQ/order,TRUE
Food & Drink,Saline,Stony Lake Brewing Co.,https://squareup.com/gift/323EMTR3W6EC2/order,TRUE
Books & Gifts,Ann Arbor,Arcadian Antiques,https://www.arcadianantiques.shop/,TRUE
Other,Manchester,Unforgettable Photos,https://squareup.com/gift/7DAHD8YNCVFZ2/order,TRUE
Other,Ann Arbor,Ita Yoga Studio ,https://clients.mindbodyonline.com/classic/ws?studioid=67391&stype=42,TRUE
Barbers & Salons,Ann Arbor,Gamma Piercing,https://gammapiercing.com/,TRUE
Food & Drink,Ferndale,Schramm's Mead,https://store.schrammsmead.com/gift-boxes--certificates-c15.aspx,TRUE
Other,Ann Arbor,Real Irish - Gifts & Travel,https://realirish.com/products/gift-cards,TRUE
Food & Drink,Ann Arbor|Grand Rapids,Le Bon Macaron,https://lebonmacaron.com/product/gift-card-bonus-card/,TRUE
Food & Drink,Lansing,Cleats Bar & Grille,https://www.cleatsbarandgrille.com/store/gift-cards/,TRUE
Food & Drink,Beverly Hills,Beverly Hills Grill,https://www.robertsrestaurantgroup.com/gift-cards/,TRUE
Food & Drink,Kalamazoo,"Confections With Convictions, LLC",https://confectionswithconvictions.com/collections/gift-cards,TRUE
Food & Drink,Bay City,Old City Hall,https://www.toasttab.com/old-city-hall/giftcards,TRUE
Food & Drink,Bay City,Artigiano Artisan Cheese Shoppe,https://squareup.com/gift/4ETP0REDGQEMR/order,TRUE
Other,Bay City|Detroit,Fern Boutique,https://ferneboutique.com/products/gift-card?variant=29301997699144,TRUE
Books & Gifts,Bay City,Coyer Candle Co.,https://coyercandleco.com/products/gift-card,TRUE
Food & Drink,Lake Orion,Oat Soda Lake Orion,https://www.oatsodalakeorion.com/,TRUE
Other,Bay City,My Secret Garden,https://www.mysecretgarden.com/products/my-secret-garden-gift-card,TRUE
Food & Drink,Bay City,Harless + Hugh Coffee,http://www.harlessandhugh.com/,TRUE
Food & Drink,Bay City,The Public House,https://squareup.com/gift/ADVJ4PJ0NGZQ9/order,TRUE
Barbers & Salons,Wixom,SprayChic Airbrush Tanning,https://spraychic.com/gift-certificates/,TRUE
Food & Drink,Birmingham|Commerce|Farmington|Novi,Sidecar Slider Bar - Farmington,https://sidecarsliderbar.com/shop,TRUE
Food & Drink,Holland,Boatwerks Waterfront Restaurant,http://boatwerksrestaurant.com/giftcards,TRUE
Food & Drink,Grand Rapids,San Chez,https://www.sanchezbistro.com/contact,TRUE
Food & Drink,East Grand Rapids|Lansing|Saugatuck,Bowdie's Chophouse,https://squareup.com/gift/1BE6EYYMVQXXJ/order,TRUE
Food & Drink,Grand Rapids,Donkey Taqueria,https://www.toasttab.com/donkey-taqueria/giftcards,TRUE
Food & Drink,Grand Rapids,Hancock,https://www.toasttab.com/hancock/giftcards,TRUE
Food & Drink,Grand Rapids,The Winchester,https://www.toasttab.com/winchester/giftcards,TRUE
Other,Ann Arbor,SpaLyfe ,http://spalyfe.com/gift-certificates.html,TRUE
Food & Drink,Brighton,Bourbons,https://bourbonsmi.com/#giftcard,TRUE
Other,Wixom,More Fit,https://www.morefitstudio.com/gifts.html,TRUE
Other,Ann Arbor,The Dancer's Boutique,http://www.dancers-boutique.com,TRUE
Food & Drink,Wixom,Drafting Table Brewing Co.,https://draftingtablebeer.com/home/shop/gift-card/,TRUE
Food & Drink,Sterling Heights,Kuma Boba,https://squareup.com/gift/W231CD0M8C3YH/order,TRUE
Food & Drink,Ann Arbor,Ann Arbor Distilling Company,https://squareup.com/gift/G4DXS3MDXBVD8/order,TRUE
Food & Drink,Royal Oak,Motor City Pasty Company,https://squareup.com/gift/702THH765SM3P/order,TRUE
Food & Drink,Ann Arbor,Barry Bagels,https://barry-gear.myshopify.com,TRUE
Books & Gifts,Royal Oak,Jenny’s Noodle,https://www.etsy.com/shop/JennysNoodleShop?section_id=25696235,TRUE
Food & Drink,Detroit,Chartreuse Kitchen & Cocktails,https://swipeit.com/product/2023/chartreuse-kitchen--cocktaisl,TRUE
Barbers & Salons,Ann Arbor,Bella Des Natural Beauty ,https://bellades.com/index.php?route=account/voucher,TRUE
Barbers & Salons,Lake Orion,Opal and Sage Skincare,https://app.acuityscheduling.com/catalog.php?owner=18549383,TRUE
Books & Gifts,Wayne,Helium Studio,https://squareup.com/gift/HV02F92TWR9SR/order,TRUE
Books & Gifts,Ann Arbor,The Dawn Treader Book Shop,https://shop.dawntreaderbooks.com,TRUE
Food & Drink,Ann Arbor,El Harissa Market Cafe,https://squareup.com/gift/7GQYBXHR6MP1Y/order,TRUE
Books & Gifts,Detroit,John K. King Used & Rare Books,https://www.rarebooklink.com/advSearchResults.php?action=search&orderBy=relevance&category_id=0&keywordsField=gift+certificate,TRUE
Food & Drink,Kalamazoo,Bell's Brewery,https://store.bellsbeer.com/products/gift-card?_pos=1&_sid=e55ac48d7&_ss=r,TRUE
Food & Drink,Flint,Flint Crepe Company,https://squareup.com/gift/F5WJSR04F59GM/order,TRUE
Other,Milford,Love & Rust,https://squareup.com/gift/F5619HKMZXPAY/order,TRUE
Other,Milford,Main Street Art,https://mainstreetartmilford.com/products/gift-certificate?_pos=1&_sid=d9ad43204&_ss=r,TRUE
Other,Whitmore Lake,Destruction Depot - Rage Room,https://www.destructiondepot.com/faqs,TRUE
Other,Ann Arbor,Ann Arbor Running Company,https://www.annarborrunningcompany.com/collections/gift-cards,TRUE
Books & Gifts,Ann Arbor,Crazy Wisdom Bookstore and Tea Room,http://crazywisdom.net/gift-shopping.html,TRUE
Barbers & Salons,Ann Arbor,Mainstreet Massage Therapy,https://www.mstreetmassagetherapy.com/store/,TRUE
Other,Ann Arbor,IM=X Pilates ,https://clients.mindbodyonline.com/classic/ws?studioid=712366&stype=42,TRUE
Food & Drink,Detroit,Marrow,https://www.toasttab.com/marrow/giftcards,TRUE
Food & Drink,Detroit,The Royce,https://www.theroycedetroit.com/giftcards,TRUE
Barbers & Salons,Ann Arbor,Ivey,https://www.iveysalon.com/gift-card,TRUE
Other,Ann Arbor,Theatre NOVA,https://theatre-nova.square.site/#VbrCKu,TRUE
Other,Detroit,Ash & Erie,https://ashanderie.com/products/giftwizard-giftcard,TRUE
Other,Saline,Saline Picture Frame Co.,https://www.salinepictureframe.com/saline-picture-frame-gift-card.html,TRUE
Other,Milford,Music Time of Milford,https://www.musictimeofmilford.com/giftcertificates,TRUE
Food & Drink,Ann Arbor,Cahoots Cafe,https://squareup.com/gift/JVKVZ0N61CAHB/order,TRUE
Other,Highland,Essential Massage & Wellness Center LLC,https://essentialmassagewellnesscenter.fullslate.com/,TRUE
Food & Drink,Bloomfield Hills,Beau's Grillery,http://peasandcarrotshospitality.com/#restaurants,TRUE
Food & Drink,Bloomfield Hills,MEX,http://peasandcarrotshospitality.com/#restaurants,TRUE
Food & Drink,Ferndale,Como's,http://peasandcarrotshospitality.com/#restaurants,TRUE
Food & Drink,Charlevoix,That French Place,https://www.thatfrenchplace.com/,TRUE
Food & Drink,Detroit,Parks and Rec,https://www.toasttab.com/republicgroup/giftcards,TRUE
Barbers & Salons,Novi,Visions Spa Salon,https://visionsspasalon.millenniumegift.com/,TRUE
Other,Troy,Ambassador Cigars and Spirits ,https://ambassadorcigar.com/shop,TRUE
Food & Drink,Rochester Hills,Blossom Cafe and Bakery,http://my.loopz.io/card-checkout/2fb33134-5826-420b-8454-ddce739e8eae,TRUE
Food & Drink,Empire ,Grocer's Daughter Chocolate,https://www.grocersdaughter.com/products/gift-card-1,TRUE
Food & Drink,Howell,Granny's Confections,https://squareup.com/gift/8VA92QE00S29C/order,TRUE
Food & Drink,Birmingham|Grand Rapids,Social Kitchen & Bar,http://peasandcarrotshospitality.com/gift-card-purchase/,TRUE
Food & Drink,Birmingham,Griffin Claw Brewing Company,http://shop.griffinclawbrewingcompany.com/gift-certificates/,TRUE
Other,Ann Arbor,Michigan Theater & State Theatre,https://secure.michtheater.org/websales/pages/GiftCardInfo.aspx?gcpinfo=47~c76be4f4-22b5-4bed-a89c-7def863b8c53&_ga=2.39054499.1067580561.1586183359-892439478.1578667786&_gac=1.149179204.1585767099.CjwKCAjw95D0BRBFEiwAcO1KDDyRIt-6SCMFqX05eK-9UmgwEZ8Oc-wlXoi9meWLGe_OUAKpIFs-VRoCDBgQAvD_BwE,TRUE
Other,Ann Arbor,State Theatre,https://secure.michtheater.org/websales/pages/GiftCardInfo.aspx?gcpinfo=47~c76be4f4-22b5-4bed-a89c-7def863b8c53&_ga=2.39054499.1067580561.1586183359-892439478.1578667786&_gac=1.149179204.1585767099.CjwKCAjw95D0BRBFEiwAcO1KDDyRIt-6SCMFqX05eK-9UmgwEZ8Oc-wlXoi9meWLGe_OUAKpIFs-VRoCDBgQAvD_BwE,TRUE
Other,Ann Arbor,Abracadabra Jewelry,https://abragem.securetree.com/,TRUE
Food & Drink,Berkley,Amici's Kitchen and Livingroom,https://amiciskitchenandlivingroom.com/gift-cards/,TRUE
Barbers & Salons,Canton,Allen May Salon & Day Spa,https://allenmaysalon.com/gift-certificate/,TRUE
Other,West Bloomfield|Royal Oak,Fuse45,https://clients.mindbodyonline.com/ASP/main_shop.asp?studioid=140095&tg=&vt=&lvl=&stype=42&view=&trn=0&page=&catid=&prodid=&date=2%2f3%2f2019&classid=0&prodGroupId=&sSU=&optForwardingLink=&qParam=&justloggedin=&nLgIn=&pMode=2&directLink=true&loc=1,TRUE
Books & Gifts,West Bloomfield|Bloomfield Hills|Royal Oak|Rochester,Toyology Toys,https://www.toyologytoys.com/categories/gift-cards.html,TRUE
Other,Birch Run|Birmingham|Canton|Hartland|Macomb|Novi|Rochester Hills|Royal Oak|Saline,Emagine Theaters,https://www.giftcardmall.com/e-gift-cards/emagine-theaters-egift-card,TRUE
Books & Gifts,Ann Arbor,Thistle & Bess,http://www.thistleandbess.com/shop/tampb-gift-card,TRUE
Books & Gifts,Ann Arbor,16 Hands,https://www.16handsannarbor.com/,TRUE
Books & Gifts,Grand Rapids,Rebel,https://rebelgr.com/collections/gifts-shop-all/products/gift-card,TRUE
Food & Drink,Pontiac,Bronx Deli,http://www.bronxdeli.com/product/bronx-deli-gift-card/,TRUE
Food & Drink,Ann Arbor,Thrive Juicery,https://squareup.com/gift/CEYBQ54T98CR2/order,TRUE
Food & Drink,Detroit,Detroit VIneyards,https://detroitvineyards.orderport.net/merchandise/Merchandise,TRUE
Food & Drink,Ypsilanti,Cultivate Coffee & Taphouse,https://www.cultivateypsi.com/all?category=Gift%20Card%20%26%20Club,TRUE
Barbers & Salons,Ann Arbor,Smooth Surface Skin and Waxing,https://www.vagaro.com/smoothsurfaceskinandwaxing/gift-certificates,TRUE
Food & Drink,Ann Arbor,Blue Llama Club,https://www.bluellamaclub.com/store/gift-cards/gift-card,TRUE
Food & Drink,Ann Arbor,Washtenaw Dairy,https://washtenawdairy.com/assets/pdf/Gift_Certificate_Poster.pdf,TRUE
Food & Drink,Ann Arbor,Pacific Rim,https://pacificrimbykana.com/contact-us/,TRUE
Other,Ann Arbor,Ann Arbor Art Center (Classes),https://apm.activecommunities.com/annarborartcenter/Gift_Card_Search,TRUE
Food & Drink,Ann Arbor,Everyday Wines,https://squareup.com/gift/TXQZYDHC5WYBN/order,TRUE
Books & Gifts,Mt Pleasant,Art Reach of Mid Michigan,https://www.artreachcenter.org/gift-certificates/art-reach-gift-certificate,TRUE
Food & Drink,New Baltimore,Fins Eatery & Spirits,https://www.toasttab.com/fins-eatery-spirits/v3,TRUE
